Wavelength (nm),Power (W)
349.989,1.0272413472100004e-07
359.994,1.2786244511599998e-07
369.997,1.5741476253899993e-07
379.995,2.0942966558899992e-07
389.991,2.9613572296999995e-07
399.982,3.9374572397e-07
409.97,4.965745500800004e-07
420.034,6.0133083735e-07
430.014,6.560462456000001e-07
439.989,7.597103249100001e-07
449.961,8.783523347099998e-07
460.008,9.9934580619e-07
469.972,1.0976952310600005e-06
480.01,1.2116451927100002e-06
489.964,1.3156273564000004e-06
499.993,1.4152347677600006e-06
510.018,1.50505089265e-06
520.037,1.5792160866399994e-06
529.972,1.65864434639e-06
539.982,1.6973646103299998e-06
549.986,1.7398753894799992e-06
559.985,1.813135143620001e-06
569.979,1.8284658095200004e-06
579.967,1.8294198600099997e-06
590.029,1.84786861487e-06
600.006,1.8455126161099993e-06
609.977,1.7946734174799994e-06
620.021,1.7125631261600011e-06
629.981,1.6677446147999993e-06
640.013,1.6351883522399997e-06
650.039,1.5921645320200004e-06
659.98,1.5211947516300003e-06
669.994,1.4356082858000003e-06
680.001,1.3492743459199997e-06
689.983,1.4554652073799997e-06
699.979,1.4820887417700003e-06
709.968,1.4876404345299998e-06
720.029,1.4660181739199987e-06
730.004,1.4334156401999998e-06
739.972,1.3973462120500004e-06
750.011,1.3565316288899993e-06
