Wavelength (nm),Power (W)
350.005,1.0741808829399994e-07
360.018,1.30996019541e-07
370.028,1.4629351888499995e-07
380.034,1.8014176860299972e-07
390.036,2.521031124650001e-07
400.035,3.330520758000001e-07
410.031,4.131998715399997e-07
420.022,5.077498529800003e-07
430.009,5.555397663699998e-07
439.993,6.388906470399991e-07
449.972,7.404253978099999e-07
460.026,8.306110746000001e-07
469.997,9.108217554999998e-07
479.963,1.0038073276299996e-06
490.005,1.0861919394899998e-06
499.962,1.1670318861200005e-06
509.993,1.2413667303299997e-06
520.02,1.2980212994499996e-06
529.963,1.3577989478200004e-06
539.98,1.3962732879300003e-06
549.992,1.4241897070899995e-06
559.998,1.4365057024299997e-06
570.0,1.49023078728e-06
579.995,1.4969474165099995e-06
589.986,1.5139029364000002e-06
599.97,1.5243921893600003e-06
610.028,1.4936037291400002e-06
620.001,1.4412463769899991e-06
629.968,1.4041881042200002e-06
640.008,1.3892001577999998e-06
649.963,1.3658745325200012e-06
659.991,1.3171513063299996e-06
670.012,1.2481623042999998e-06
680.026,1.1786198499200003e-06
690.032,1.2583761821600002e-06
700.032,1.3074882059800007e-06
710.026,1.3335166186899993e-06
720.012,1.3322368379699997e-06
729.991,1.3158480391099994e-06
739.964,1.28450722406e-06
750.007,1.25574361341e-06
