Wavelength (nm),Power (W)
349.99,1.0197041636199996e-07
359.996,1.28580329957e-07
369.998,1.62326074645e-07
379.997,2.1835946306999998e-07
389.992,3.058582072299999e-07
399.984,4.050452572700001e-07
409.971,5.112839034e-07
420.035,6.207547960499999e-07
430.015,6.769929575400002e-07
439.991,7.8388408525e-07
449.963,9.077927927600007e-07
460.01,1.0278433819700002e-06
469.973,1.1257204939899994e-06
480.012,1.2446720993200002e-06
489.966,1.3454780895400001e-06
499.995,1.4424457077399998e-06
510.02,1.5242454350699983e-06
520.039,1.5964142198800021e-06
529.974,1.6683825407500006e-06
539.984,1.7026869584699995e-06
549.988,1.7322016342900005e-06
559.987,1.79915525681e-06
569.981,1.800135874649999e-06
579.969,1.8017486592699996e-06
590.031,1.8131316023600012e-06
600.008,1.80045794366e-06
609.979,1.7461947473999999e-06
620.024,1.6666952758600012e-06
629.983,1.62163882465e-06
640.016,1.5886639380100007e-06
649.963,1.5444910230299997e-06
659.983,1.4693436901e-06
669.997,1.3889977736799998e-06
680.004,1.3016985451199999e-06
689.986,1.5080844014600004e-06
699.982,1.53423524577e-06
709.971,1.5432035928999996e-06
720.031,1.5234266561000003e-06
730.006,1.4938454859399996e-06
739.974,1.4596126828199995e-06
750.014,1.4153925547699995e-06
