Wavelength (nm),Current (A)
350.005,5.541314957444444e-09
360.018,9.438603589333334e-09
370.028,1.3918275922222228e-08
380.034,2.2238326446666663e-08
390.036,3.885265440555554e-08
400.035,6.030962952111109e-08
410.031,8.546112862333333e-08
420.022,1.1520692665555557e-07
430.009,1.3666807574444442e-07
439.993,1.6894464334444442e-07
449.972,2.1008760413333332e-07
460.026,2.516255653777778e-07
469.997,2.871710059111111e-07
479.963,3.26543455088889e-07
490.005,3.634187803666667e-07
499.962,3.967869491111112e-07
509.993,4.2801854533333336e-07
520.02,4.5364241334444467e-07
529.963,4.790748028777778e-07
539.98,4.955494970555556e-07
549.992,5.10673667577778e-07
559.998,5.197794113222222e-07
570.0,5.449496920888887e-07
579.995,5.509906164111111e-07
589.986,5.580439699888888e-07
599.97,5.627711015555555e-07
610.028,5.546888017555553e-07
620.001,5.385467735777776e-07
629.968,5.311805009666667e-07
640.008,5.342544618777778e-07
649.963,5.33058119311111e-07
659.991,5.145113870555556e-07
670.012,4.798900487111109e-07
680.026,4.366087145222222e-07
690.032,4.402081961333335e-07
700.032,4.229071773333333e-07
710.026,3.9772024921111115e-07
720.012,3.62735308722222e-07
729.991,3.1870226353333325e-07
739.964,2.6531866939999997e-07
750.007,2.0234956835555566e-07
