Wavelength (nm),Power (W)
349.973,1.1038737002900001e-07
359.99,1.3504025837399997e-07
370.003,1.7111435291499984e-07
380.013,2.3612437043899991e-07
390.019,3.1970681675e-07
400.022,4.0636514294999987e-07
410.021,4.99822607e-07
420.016,5.978773665400001e-07
430.007,6.395749218400002e-07
439.994,7.421215102000001e-07
449.977,8.426630750400001e-07
460.035,9.407282328200002e-07
470.01,1.0246036651299996e-06
479.98,1.1270963605500002e-06
490.025,1.2060412054000003e-06
499.985,1.28971017144e-06
510.021,1.3503695601299996e-06
519.972,1.40962865941e-06
529.998,1.45810971611e-06
540.019,1.4812953804700005e-06
550.034,1.4923520893999993e-06
559.965,1.553811799209999e-06
569.97,1.5828321267300007e-06
579.97,1.5881152165500005e-06
589.964,1.6131186987199997e-06
600.032,1.6018959229100017e-06
610.014,1.5441938420899999e-06
619.991,1.4882714765299992e-06
629.962,1.45210278389e-06
640.006,1.4248326226000007e-06
649.964,1.379739144899999e-06
659.996,1.3034725049299997e-06
670.021,1.2182720607799995e-06
680.039,1.14814759034e-06
690.015,1.2312907989199998e-06
700.014,1.2658971240899995e-06
710.006,1.279405304369999e-06
719.99,1.2764864482499992e-06
729.968,1.2580361408100008e-06
740.018,1.2286314052500006e-06
749.981,1.1977551076799998e-06
