Wavelength (nm),Current (A)
349.989,6.005802351777776e-09
359.994,1.1242467455555552e-08
369.997,1.745279510333333e-08
379.995,2.873311884999999e-08
389.991,4.856670923666664e-08
399.982,7.273562637777777e-08
409.97,1.025674407411111e-07
420.034,1.3637578675555558e-07
430.014,1.5988105347777776e-07
439.989,1.9625362193333333e-07
449.961,2.402070977777777e-07
460.008,2.858957934222221e-07
469.972,3.2692338728888887e-07
480.01,3.734845553555555e-07
489.964,4.1481234258888893e-07
499.993,4.553381447444446e-07
510.018,4.90407976611111e-07
520.037,5.195172457888888e-07
529.972,5.469929488444446e-07
539.982,5.640930233777778e-07
549.986,5.832720893999998e-07
559.985,6.093990829333333e-07
569.979,6.206945520000003e-07
579.967,6.264872519e-07
590.029,6.33324730033333e-07
600.006,6.30231336422222e-07
609.977,6.077916918555553e-07
620.021,5.813875134222224e-07
629.981,5.683284621666664e-07
640.013,5.675107277777778e-07
650.039,5.62713677611111e-07
659.98,5.269889815555558e-07
669.994,4.4662818855555537e-07
680.001,3.1135574417777773e-07
689.983,1.906488396555555e-07
699.979,8.48381061122222e-08
709.968,3.281840709888888e-08
720.029,1.344268469e-08
730.004,6.503654787222224e-09
739.972,3.6044079961111114e-09
750.011,2.3468924293333336e-09
