Wavelength (nm),Power (W)
349.973,1.0877898734400004e-07
359.99,1.30995910119e-07
370.003,1.6377154942799998e-07
380.013,2.2275560387499997e-07
390.019,2.9992504527000005e-07
400.022,3.8513269873e-07
410.021,4.761720170000002e-07
420.016,5.718915481300002e-07
430.007,6.177670238200003e-07
439.994,7.181895099999999e-07
449.977,8.197348495599999e-07
460.035,9.181020371199996e-07
470.01,1.0052200955700003e-06
479.98,1.1122940455199995e-06
490.025,1.1960221311900007e-06
499.985,1.2820560248900003e-06
510.021,1.3520597582300002e-06
519.972,1.4155677109900005e-06
529.998,1.4692203291399997e-06
540.019,1.4933545946699993e-06
550.034,1.5141238219800005e-06
559.965,1.578885377880001e-06
569.97,1.6031896677800003e-06
579.97,1.61486252355e-06
589.964,1.6420810866900004e-06
600.032,1.6326398501999993e-06
610.014,1.576129861350001e-06
619.991,1.522978632249999e-06
629.962,1.4893421848600002e-06
640.006,1.45682877361e-06
649.964,1.4151170978600005e-06
659.996,1.3374797049900002e-06
670.021,1.2514520642700002e-06
680.039,1.1774836034200003e-06
690.015,1.3072914095000002e-06
700.014,1.3475948958099996e-06
710.006,1.3654308208400012e-06
719.99,1.3603607544500005e-06
729.968,1.3400918623499989e-06
740.018,1.3148730260700004e-06
749.981,1.2810220784000004e-06
