Wavelength (nm),Current (A)
349.989,1.6632515975555553e-09
359.994,2.0450601423333336e-09
369.997,2.609825360444445e-09
379.995,3.770207972666665e-09
389.991,5.869735767888889e-09
399.982,8.50194904777778e-09
409.97,1.1646016091111115e-08
420.034,1.6425340634444445e-08
430.014,2.1648552465555556e-08
439.989,2.937513150555553e-08
449.961,3.816906260888889e-08
460.008,4.7743888575555544e-08
469.972,5.67349479055556e-08
480.01,6.754081488888889e-08
489.964,7.765433550777778e-08
499.993,8.80070631466667e-08
510.018,9.751534264333332e-08
520.037,1.0609665235888889e-07
529.972,1.1455318798888885e-07
539.982,1.209710392444444e-07
549.986,1.278040990444445e-07
559.985,1.3730918485555548e-07
569.979,1.4224593173333336e-07
579.967,1.4765627164444446e-07
590.029,1.5458263956666662e-07
600.006,1.5978096038888893e-07
609.977,1.6038492703333333e-07
620.021,1.5844273485555553e-07
629.981,1.5821403966666665e-07
640.013,1.597746502999999e-07
650.039,1.5942824903333339e-07
659.98,1.537886808888889e-07
669.994,1.4625586194444447e-07
680.001,1.3892581792222224e-07
689.983,1.5402422202222224e-07
699.979,1.6412326255555553e-07
709.968,1.6710628703333326e-07
720.029,1.634151357777777e-07
730.004,1.5426094094444438e-07
739.972,1.3981212668888884e-07
750.011,1.1846563734444448e-07
