Wavelength (nm),Power (W)
350.006,9.057869473699996e-08
360.019,1.105721184269999e-07
370.029,1.3058651905999995e-07
380.035,1.6557115429200005e-07
390.038,2.3595907077500012e-07
400.037,3.2038432365000003e-07
410.032,3.992117595700002e-07
420.024,4.898823568699998e-07
430.011,5.438561334600002e-07
439.994,6.237931078299997e-07
449.973,7.358334912100001e-07
460.028,8.328251880399997e-07
469.999,9.167201380299998e-07
479.965,1.0082418242599995e-06
490.006,1.0989389065399995e-06
499.963,1.1839646398700004e-06
509.995,1.2565033358599996e-06
520.022,1.3153642391200001e-06
529.965,1.37850453603e-06
539.982,1.41404241849e-06
549.994,1.4437612963999995e-06
560.0,1.4564450049900002e-06
570.002,1.51274052374e-06
579.998,1.5284163299699998e-06
589.988,1.5436498601899983e-06
599.972,1.55632385888e-06
610.031,1.5267994229e-06
620.004,1.4723927858899996e-06
629.971,1.4357379672299998e-06
640.011,1.4188421085300012e-06
649.966,1.3963881958000001e-06
659.993,1.3388361975599996e-06
670.014,1.2737252836500003e-06
680.029,1.1912538036699996e-06
690.035,1.2887164121e-06
700.035,1.3369477612999998e-06
710.028,1.3678822551800008e-06
720.015,1.3618164592599996e-06
729.994,1.3393090575400002e-06
739.967,1.3142557878399993e-06
750.01,1.2770945300500007e-06
