Wavelength (nm),Current (A)
349.989,4.2949492676666656e-09
359.994,7.980284520111112e-09
369.997,1.2489921916666667e-08
379.995,2.1412546815555547e-08
389.991,3.769563695555555e-08
399.982,5.7956428077777785e-08
409.97,8.183356941555558e-08
420.034,1.0975509074999998e-07
430.014,1.292154504999999e-07
439.989,1.601649626999999e-07
449.961,1.972959978888889e-07
460.008,2.3636901030000006e-07
469.972,2.696388202555557e-07
480.01,3.0814886839999997e-07
489.964,3.4232620714444445e-07
499.993,3.7733584611111106e-07
510.018,4.0504358204444456e-07
520.037,4.3095152164444447e-07
529.972,4.560731580444444e-07
539.982,4.7260114564444443e-07
549.986,4.872516637666667e-07
559.985,5.126339869999999e-07
569.979,5.219819285333333e-07
579.967,5.238903940444444e-07
590.029,5.324954218222223e-07
600.006,5.344947798555557e-07
609.977,5.244034703333334e-07
620.021,5.105024369555555e-07
629.981,5.058956008444442e-07
640.013,5.048419024555556e-07
650.039,4.934827386222223e-07
659.98,4.6352400828888884e-07
669.994,4.208178599555556e-07
680.001,3.675349612000001e-07
689.983,3.5247930050000005e-07
699.979,3.202452915333333e-07
709.968,2.909308554666666e-07
720.029,2.6098304910000007e-07
730.004,2.2808772535555537e-07
739.972,1.9019868898888879e-07
750.011,1.4670969096666667e-07
