Wavelength (nm),Current (A)
349.99,3.808785311555556e-09
359.996,6.693652154666664e-09
369.998,1.0175119401555551e-08
379.997,1.6934274414444436e-08
389.992,2.8078965355555554e-08
399.984,4.225023075666667e-08
409.971,5.917764796999997e-08
420.035,7.941590138e-08
430.015,9.311220017777777e-08
439.991,1.155519134444444e-07
449.963,1.421355968222222e-07
460.01,1.7036002156666668e-07
469.973,1.9489983531111103e-07
480.012,2.2329822328888893e-07
489.966,2.480488742666666e-07
499.995,2.7294377720000004e-07
510.02,2.945066356222221e-07
520.039,3.129708125777779e-07
529.974,3.311893770333331e-07
539.984,3.402552021222222e-07
549.988,3.483164169444444e-07
559.987,3.651282456333334e-07
569.981,3.7095162790000014e-07
579.969,3.7290350621111123e-07
590.031,3.783648654444445e-07
600.008,3.7786779397777775e-07
609.979,3.6766687256666657e-07
620.024,3.5419629227777787e-07
629.983,3.4857048322222233e-07
640.016,3.4631546044444426e-07
649.963,3.3955276515555566e-07
659.983,3.1891533930000015e-07
669.997,2.790352354777778e-07
680.004,2.166975058555555e-07
689.986,1.9169934572222223e-07
699.982,1.2741876395555557e-07
709.971,7.611505542777777e-08
720.031,4.042434435444443e-08
730.006,1.9762768193333323e-08
739.974,9.179090363555553e-09
750.014,4.471244421888888e-09
