Wavelength (nm),Current (A)
349.973,9.028263136e-09
359.99,1.4969137423333343e-08
370.003,2.3252396748888887e-08
380.013,3.958014141444444e-08
390.019,6.295791089777778e-08
400.022,9.006050812555556e-08
410.021,1.213120816e-07
420.016,1.558190245666667e-07
430.007,1.763306746999999e-07
439.994,2.158470107222222e-07
449.977,2.577232945888888e-07
460.035,2.9976138348888907e-07
470.01,3.36840367e-07
479.98,3.796040391666667e-07
490.025,4.1549234358888896e-07
499.985,4.51365380811111e-07
510.021,4.789416032444444e-07
519.972,5.038219250222222e-07
529.998,5.239518297888887e-07
540.019,5.345559623111111e-07
550.034,5.426444794777779e-07
559.965,5.667888391666665e-07
569.97,5.77333912822222e-07
579.97,5.815912034111109e-07
589.964,5.921679146555555e-07
600.032,5.932756932333331e-07
610.014,5.803111478555554e-07
619.991,5.653476047444443e-07
629.962,5.612766736888885e-07
640.006,5.592299317666666e-07
649.964,5.444489966555557e-07
659.996,5.083031187555557e-07
670.021,4.441315862777776e-07
680.039,3.4726375258888897e-07
690.015,2.724333840222223e-07
700.014,1.8528428206666663e-07
710.006,1.1660990432222223e-07
719.99,6.792208864444446e-08
729.968,3.5592382691111104e-08
740.018,1.6448311668888888e-08
749.981,7.100135040888885e-09
