Wavelength (nm),Power (W)
349.99,9.030142706300006e-08
359.996,1.0323972857900007e-07
369.998,1.1982351289300003e-07
379.997,1.4747953464299991e-07
389.992,1.9334286801199993e-07
399.984,2.470822158139997e-07
409.971,3.0551651489000034e-07
420.035,3.666260802899996e-07
430.015,4.001901142299998e-07
439.991,4.6476656130000003e-07
449.963,5.352053004299998e-07
460.01,6.103765505600002e-07
469.973,6.738424761300004e-07
480.012,7.450268518e-07
489.966,8.118147627099998e-07
499.995,8.72366859190001e-07
510.02,9.288310857400005e-07
520.039,9.732004895300002e-07
529.974,1.0214130509200004e-06
539.984,1.04622028374e-06
549.988,1.0670413897099995e-06
559.987,1.1118075022999992e-06
569.981,1.1192156037799998e-06
579.969,1.1213976117199997e-06
590.031,1.12917210259e-06
600.008,1.1267761618300002e-06
609.979,1.0917020708600001e-06
620.024,1.0433755886900007e-06
629.983,1.0127577715499998e-06
640.016,9.941124542800003e-07
649.963,9.682446210599997e-07
659.983,9.2229899059e-07
669.997,8.684558730500002e-07
680.004,8.124366976799998e-07
689.986,9.743218259799993e-07
699.982,9.894232743900008e-07
709.971,9.925676701599997e-07
720.031,9.764225524899998e-07
730.006,9.480479079299999e-07
739.974,9.229099572500004e-07
750.014,8.905132286700002e-07
