Wavelength (nm),Current (A)
349.973,9.069418264777779e-09
359.99,1.5109226632222218e-08
370.003,2.3565114413333337e-08
380.013,4.024425335555555e-08
390.019,6.489561917000001e-08
400.022,9.298845166666664e-08
410.021,1.2748652043333336e-07
420.016,1.6697471046666664e-07
430.007,1.900559772888889e-07
439.994,2.3338925565555556e-07
449.977,2.7964547524444443e-07
460.035,3.2671055023333325e-07
470.01,3.697228005000001e-07
479.98,4.1908353512222217e-07
490.025,4.6070911990000007e-07
499.985,5.019683694666664e-07
510.021,5.355498578111112e-07
519.972,5.672693575666666e-07
529.998,5.92257490655556e-07
540.019,6.074445925555558e-07
550.034,6.167041979000001e-07
559.965,6.452043368666668e-07
569.97,6.588129784777776e-07
579.97,6.684180593555555e-07
589.964,6.830272754111112e-07
600.032,6.856712467777778e-07
610.014,6.678104993666663e-07
619.991,6.481016423444444e-07
629.962,6.398788743333335e-07
640.006,6.357236496777776e-07
649.964,6.180837122222224e-07
659.996,5.795677407222222e-07
670.021,5.109505854555556e-07
680.039,3.894880032444444e-07
690.015,2.970735379777777e-07
700.014,2.1935946818888899e-07
710.006,1.610868974555555e-07
719.99,1.114903124888889e-07
729.968,7.02498726811111e-08
740.018,3.850586568111111e-08
749.981,1.8213596983333334e-08
