Wavelength (nm),Power (W)
349.973,1.03593691171e-07
359.99,1.2558416397500002e-07
370.003,1.5782324254500003e-07
380.013,2.17103108572e-07
390.019,2.949554476399998e-07
400.022,3.8096402276000007e-07
410.021,4.7131169649e-07
420.016,5.677032341199999e-07
430.007,6.102627588899997e-07
439.994,7.101583921100001e-07
449.977,8.131708755899992e-07
460.035,9.117932696800003e-07
470.01,9.969737681500003e-07
479.98,1.1066024649799997e-06
490.025,1.1898955426599998e-06
499.985,1.2773088780699995e-06
510.021,1.3464530501899995e-06
519.972,1.4112584943400002e-06
529.998,1.4662614706299999e-06
540.019,1.48829603234e-06
550.034,1.5111346914599999e-06
559.965,1.5786945976599992e-06
569.97,1.6037076812400007e-06
579.97,1.6147288272399998e-06
589.964,1.643536904690001e-06
600.032,1.63398916517e-06
610.014,1.5799747371099991e-06
619.991,1.5222435275299998e-06
629.962,1.4851916483499995e-06
640.006,1.4562572034e-06
649.964,1.4128806970199995e-06
659.996,1.3354416564199997e-06
670.021,1.2496345096400005e-06
680.039,1.1758499704200005e-06
690.015,1.2920232409799996e-06
700.014,1.3304811938400003e-06
710.006,1.34934804352e-06
719.99,1.34380792068e-06
729.968,1.32641741173e-06
740.018,1.297529004760001e-06
749.981,1.2680844713299999e-06
