Wavelength (nm),Power (W)
349.989,9.630591108399995e-08
359.994,1.0885630217500005e-07
369.997,1.2413131631399993e-07
379.995,1.5009413865299987e-07
389.991,1.9349015346900005e-07
399.982,2.4322836879099997e-07
409.97,2.9704322155000015e-07
420.034,3.5249059610999993e-07
430.014,3.818710624200001e-07
439.989,4.384848095099998e-07
449.961,5.057643552500002e-07
460.008,5.708159408700002e-07
469.972,6.2848614672e-07
480.01,6.9128161842e-07
489.964,7.496468523700002e-07
499.993,8.056447756999996e-07
510.018,8.554567417099996e-07
520.037,8.975088422900001e-07
529.972,9.395728889699998e-07
539.982,9.62448788179999e-07
549.986,9.827764631499996e-07
559.985,1.0196925725999997e-06
569.979,1.0298026183e-06
579.967,1.0326774540099997e-06
590.029,1.0389954551100004e-06
600.006,1.0392504823100004e-06
609.977,1.0082071864499998e-06
620.021,9.6309397323e-07
629.981,9.375081282600003e-07
640.013,9.206003793600004e-07
650.039,8.932046558299995e-07
659.98,8.553493279600001e-07
669.994,8.045116103299997e-07
680.001,7.555041688200006e-07
689.983,8.866478998900005e-07
699.979,9.041049639200001e-07
709.968,9.079789538e-07
720.029,8.970044115000008e-07
730.004,8.756459041699999e-07
739.972,8.560455685599998e-07
750.011,8.269798601300001e-07
