Wavelength (nm),Current (A)
349.973,4.491219402555557e-09
359.99,7.146043680666667e-09
370.003,1.0928624546888888e-08
380.013,1.8796802508888887e-08
390.019,3.0416859957777765e-08
400.022,4.468503015666666e-08
410.021,6.187524856666665e-08
420.016,8.259846642111112e-08
430.007,9.727907571666669e-08
439.994,1.220956044444444e-07
449.977,1.4763267044444452e-07
460.035,1.7340929261111115e-07
470.01,1.9708777850000001e-07
479.98,2.239714961222223e-07
490.025,2.4696985241111103e-07
499.985,2.699887098e-07
510.021,2.8777891344444425e-07
519.972,3.036589250888888e-07
529.998,3.1818318209999987e-07
540.019,3.271408229333333e-07
550.034,3.368420583999999e-07
559.965,3.5500496488888865e-07
569.97,3.6575033137777774e-07
579.97,3.7263310219999983e-07
589.964,3.81898454022222e-07
600.032,3.831236362222219e-07
610.014,3.728266435222221e-07
619.991,3.597712998444447e-07
629.962,3.534659894111112e-07
640.006,3.518533697888887e-07
649.964,3.4252898425555556e-07
659.996,3.2493470742222206e-07
670.021,3.0453247041111115e-07
680.039,2.8516297789999987e-07
690.015,2.9906600767777783e-07
700.014,3.0323739951111116e-07
710.006,2.9956195036666674e-07
719.99,2.831324974333333e-07
729.968,2.563212352111111e-07
740.018,2.1789706257777777e-07
749.981,1.661614303555555e-07
