Wavelength (nm),Power (W)
349.99,1.0952237968099998e-07
359.996,1.3783843712400003e-07
369.998,1.7021052137400004e-07
379.997,2.2589381551599986e-07
389.992,3.1649732209999995e-07
399.984,4.142114793900001e-07
409.971,5.1838430219e-07
420.035,6.271195516499999e-07
430.015,6.842180039399999e-07
439.991,7.907658173000001e-07
449.963,9.137943377199994e-07
460.01,1.0337163661400006e-06
469.973,1.13549080452e-06
480.012,1.246997319710001e-06
489.966,1.3507959425699995e-06
499.995,1.4479731567300003e-06
510.02,1.5255900529999997e-06
520.039,1.5965590239200002e-06
529.974,1.66619769806e-06
539.984,1.697849622330001e-06
549.988,1.7275160076699994e-06
559.987,1.7937124484600009e-06
569.981,1.7994660912699998e-06
579.969,1.7980468046400002e-06
590.031,1.8072421370300007e-06
600.008,1.8015949996500004e-06
609.979,1.7450912503199996e-06
620.024,1.6686474806400004e-06
629.983,1.6222351797099988e-06
640.016,1.5898344150299998e-06
649.963,1.5466431046000005e-06
659.983,1.4735918449600013e-06
669.997,1.3879813724100002e-06
680.004,1.3054726150200007e-06
689.986,1.4975184041399996e-06
699.982,1.5223904682099993e-06
709.971,1.5303715349500013e-06
720.031,1.5128047277700006e-06
730.006,1.4753013442799991e-06
739.974,1.4472396037799993e-06
750.014,1.3987735553100005e-06
