Wavelength (nm),Power (W)
349.973,8.878080262900001e-08
359.99,1.0707118998099999e-07
370.003,1.3040816128999998e-07
380.013,1.6418557244000007e-07
390.019,2.2768933819e-07
400.022,3.0565581723e-07
410.021,3.903090520099999e-07
420.016,4.8094819109e-07
430.007,5.3263783357e-07
439.994,6.132781226e-07
449.977,7.187825625699999e-07
460.035,8.177932423500002e-07
470.01,9.0468193605e-07
479.98,1.0011291183399992e-06
490.025,1.0971759224299992e-06
499.985,1.1806472067899998e-06
510.021,1.259161289729999e-06
519.972,1.32318288648e-06
529.998,1.3914844664000006e-06
540.019,1.4320384280800004e-06
550.034,1.4553802418400001e-06
559.965,1.50058992807e-06
569.97,1.5548562867999995e-06
579.97,1.5728430668000008e-06
589.964,1.5920792725600003e-06
600.032,1.6147490845700002e-06
610.014,1.5907305311400001e-06
619.991,1.53663161028e-06
629.962,1.4849890926099999e-06
640.006,1.4605318602300006e-06
649.964,1.4340061727700005e-06
659.996,1.3770301233500006e-06
670.021,1.2908194185100001e-06
680.039,1.2130121794200003e-06
690.015,1.2355816164600004e-06
700.014,1.2874629680699995e-06
710.006,1.323945299350001e-06
719.99,1.3349646166999998e-06
729.968,1.32188031959e-06
740.018,1.2992330186800005e-06
749.981,1.2738747391900007e-06
