Wavelength (nm),Current (A)
349.989,6.395022690000001e-09
359.994,1.2065084255555559e-08
369.997,1.853810859222223e-08
379.995,3.025456155000001e-08
389.991,5.07954225711111e-08
399.982,7.554346072555558e-08
409.97,1.0587118792333332e-07
420.034,1.426601423666667e-07
430.014,1.6790409739999995e-07
439.989,2.0637479674444452e-07
449.961,2.5401276479999996e-07
460.008,3.0373529695555547e-07
469.972,3.485803784222223e-07
480.01,3.9976950164444445e-07
489.964,4.4674460673333346e-07
499.993,4.922504467444444e-07
510.018,5.324280764666665e-07
520.037,5.661137622666666e-07
529.972,5.980718867111109e-07
539.982,6.171309343999997e-07
549.986,6.353752549888892e-07
559.985,6.670540868e-07
569.979,6.840016974555557e-07
579.967,6.93933186e-07
590.029,7.124619261333334e-07
600.006,7.153211450222222e-07
609.977,6.931947517111113e-07
620.021,6.601979027666664e-07
629.981,6.390595372e-07
640.013,6.290878629111107e-07
650.039,6.149951478333335e-07
659.98,5.72660124011111e-07
669.994,4.651687753666666e-07
680.001,2.8556096417777774e-07
689.983,1.5988033518888895e-07
699.979,6.671757513555556e-08
709.968,2.4283804761111127e-08
720.029,8.793281692444446e-09
730.004,3.894619658777777e-09
739.972,2.3465934138888895e-09
750.011,1.7789147585555556e-09
