Wavelength (nm),Power (W)
349.989,1.0043346471000008e-07
359.994,1.2700487807900011e-07
369.997,1.5819917933700004e-07
379.995,2.1277705775700004e-07
389.991,3.0205698574999983e-07
399.982,3.986255707200001e-07
409.97,5.018496391700001e-07
420.034,6.086966016300002e-07
430.014,6.673563551000003e-07
439.989,7.768244839200002e-07
449.961,9.038463403300002e-07
460.008,1.0303315850099999e-06
469.972,1.1401757103699993e-06
480.01,1.2705209576299999e-06
489.964,1.3865655602900004e-06
499.993,1.4980867019500006e-06
510.018,1.5930416600599998e-06
520.037,1.6772525890400012e-06
529.972,1.7602903059200002e-06
539.982,1.8070165152099982e-06
549.986,1.848251740499998e-06
559.985,1.9249944122099996e-06
569.979,1.93348821875e-06
579.967,1.947834076850001e-06
590.029,1.9630717949500007e-06
600.006,1.956330534109998e-06
609.977,1.907719380069999e-06
620.021,1.822900160680001e-06
629.981,1.7766057141000014e-06
640.013,1.7460173593100006e-06
650.039,1.70346290596e-06
659.98,1.6272504268499995e-06
669.994,1.5373745896100002e-06
680.001,1.44835912178e-06
689.983,1.6541818502699994e-06
699.979,1.69187734913e-06
709.968,1.6934008345800005e-06
720.029,1.66760435211e-06
730.004,1.6413102202199989e-06
739.972,1.6011331444599994e-06
750.011,1.5499613459899999e-06
