Wavelength (nm),Current (A)
350.005,6.0598748411111105e-09
360.018,1.0684488426888886e-08
370.028,1.605195096555555e-08
380.034,2.5701248077777784e-08
390.036,4.487862373222224e-08
400.035,6.928491812333331e-08
410.031,9.847982686222224e-08
420.022,1.333402804333333e-07
430.009,1.575128359333334e-07
439.993,1.9320762011111102e-07
449.972,2.3865700827777767e-07
460.026,2.8514620091111106e-07
469.997,3.259739139333332e-07
479.963,3.7277093548888886e-07
490.005,4.169844807111109e-07
499.962,4.571188671888889e-07
509.993,4.944858026333334e-07
520.02,5.242007334777778e-07
529.963,5.536865250222223e-07
539.98,5.733749214555556e-07
549.992,5.907421609888889e-07
559.998,6.008390409999998e-07
570.0,6.29531215011111e-07
579.995,6.373297362777778e-07
589.986,6.483039527777776e-07
599.97,6.579883061666668e-07
610.028,6.523542345444443e-07
620.001,6.353144444111108e-07
629.968,6.247781960333331e-07
640.008,6.253594313333334e-07
649.963,6.217546748333337e-07
659.991,6.002337693999998e-07
670.012,5.517872677222221e-07
680.026,4.357313468333332e-07
690.032,2.98580051e-07
700.032,1.7946262439999996e-07
710.026,1.1732627784444441e-07
720.012,8.377997843111112e-08
729.991,6.146384650666666e-08
739.964,4.3708372916666675e-08
750.007,2.884776169888887e-08
