Wavelength (nm),Current (A)
349.973,7.779581714999997e-09
359.99,1.2936184177777775e-08
370.003,2.0262500453333324e-08
380.013,3.508889467999999e-08
390.019,5.674438927555554e-08
400.022,8.308089912999996e-08
410.021,1.1444927755555554e-07
420.016,1.503931815e-07
430.007,1.7339248637777776e-07
439.994,2.1568304976666663e-07
449.977,2.6049318094444435e-07
460.035,3.058203871777777e-07
470.01,3.4704980825555547e-07
479.98,3.94371849122222e-07
490.025,4.365692021444445e-07
499.985,4.770638756666667e-07
510.021,5.10550265311111e-07
519.972,5.396560541555556e-07
529.998,5.642035387999998e-07
540.019,5.776504023444443e-07
550.034,5.869478432000002e-07
559.965,6.152559576666666e-07
569.97,6.310050047222222e-07
579.97,6.435091755111109e-07
589.964,6.630471695888886e-07
600.032,6.691242762999997e-07
610.014,6.504424492222224e-07
619.991,6.250389448222221e-07
629.962,6.044446272111112e-07
640.006,5.865679364333331e-07
649.964,5.581556018111112e-07
659.996,5.080948670333331e-07
670.021,4.293081044666666e-07
680.039,3.404853957555556e-07
690.015,3.191825622666665e-07
700.014,2.9335884968888886e-07
710.006,2.6780922175555555e-07
719.99,2.3545866487777782e-07
729.968,1.9415662152222213e-07
740.018,1.4541170659999997e-07
749.981,9.511337923888885e-08
