Wavelength (nm),Current (A)
349.989,6.072571777111112e-09
359.994,1.141237818666666e-08
369.997,1.761474698222222e-08
379.995,2.8966633323333334e-08
389.991,4.888593608555554e-08
399.982,7.33943343244444e-08
409.97,1.0322278454333335e-07
420.034,1.3769225986666667e-07
430.014,1.5942481804444444e-07
439.989,1.9577022469999997e-07
449.961,2.389026850999999e-07
460.008,2.8471712538888884e-07
469.972,3.254766908666666e-07
480.01,3.712451735999999e-07
489.964,4.1215317190000004e-07
499.993,4.527445670888888e-07
510.018,4.906765767777777e-07
520.037,5.186911795222218e-07
529.972,5.473488102666666e-07
539.982,5.627688847444442e-07
549.986,5.835677087777778e-07
559.985,6.076995897777777e-07
569.979,6.189322657222223e-07
579.967,6.291571759777779e-07
590.029,6.416740803888888e-07
600.006,6.420109557444445e-07
609.977,6.205047591111115e-07
620.021,5.898135545111109e-07
629.981,5.698819509888888e-07
640.013,5.622369691444443e-07
650.039,5.492503796444442e-07
659.98,5.09053773833333e-07
669.994,4.1461804016666673e-07
680.001,2.757820441444444e-07
689.983,1.7722137858888885e-07
699.979,1.0139662776444446e-07
709.968,5.6762409815555565e-08
720.029,3.059361667444445e-08
730.004,1.553486793666666e-08
739.972,7.438564054888886e-09
750.011,3.6807869736666663e-09
