Wavelength (nm),Power (W)
349.973,1.131727119099999e-07
359.99,1.37739843844e-07
370.003,1.746297073730001e-07
380.013,2.4076569527299994e-07
390.019,3.240252637800002e-07
400.022,4.106322529799998e-07
410.021,5.052246799799996e-07
420.016,6.0234615432e-07
430.007,6.432828507100002e-07
439.994,7.473881084199998e-07
449.977,8.488702338499999e-07
460.035,9.466934879100003e-07
470.01,1.02982942486e-06
479.98,1.13307880579e-06
490.025,1.2124967816199996e-06
499.985,1.2981767320899994e-06
510.021,1.3591316394599994e-06
519.972,1.4226865545700007e-06
529.998,1.4733890134799994e-06
540.019,1.4930490101799996e-06
550.034,1.5095403182400007e-06
559.965,1.5698505262299996e-06
569.97,1.5952513388599998e-06
579.97,1.6038753050799988e-06
589.964,1.6260930528099998e-06
600.032,1.6101011852000008e-06
610.014,1.5562344611400008e-06
619.991,1.49743199295e-06
629.962,1.4650266120999998e-06
640.006,1.4343298397900013e-06
649.964,1.3892101906799996e-06
659.996,1.3103221067499997e-06
670.021,1.2235005701200006e-06
680.039,1.1530557488700003e-06
690.015,1.2401267264000003e-06
700.014,1.2781729843799999e-06
710.006,1.29053376781e-06
719.99,1.2855523772499998e-06
729.968,1.26362938144e-06
740.018,1.2376158803699997e-06
749.981,1.2032569924500003e-06
