Wavelength (nm),Power (W)
349.989,1.1242978885700002e-07
359.994,1.4250918673800004e-07
369.997,1.7859743586099995e-07
379.995,2.4118125925099985e-07
389.991,3.4062780491999983e-07
399.982,4.459462696799999e-07
409.97,5.558822022900002e-07
420.034,6.6858003807e-07
430.014,7.198818102100001e-07
439.989,8.288258479199994e-07
449.961,9.540535828400003e-07
460.008,1.07263130443e-06
469.972,1.1769413782699997e-06
480.01,1.2959371076300006e-06
489.964,1.4061118378200001e-06
499.993,1.5043250448200005e-06
510.018,1.5886416752799992e-06
520.037,1.66259881195e-06
529.972,1.7408893650899991e-06
539.982,1.7735568751100004e-06
549.986,1.8133494839999987e-06
559.985,1.88874061753e-06
569.979,1.8942415108500006e-06
579.967,1.90065380018e-06
590.029,1.9138198478400003e-06
600.006,1.9004822054199992e-06
609.977,1.8504877798100002e-06
620.021,1.7743880223099995e-06
629.981,1.7225572398599994e-06
640.013,1.6875248982100003e-06
650.039,1.64590343793e-06
659.98,1.57218528497e-06
669.994,1.4841160384799994e-06
680.001,1.39493753693e-06
689.983,1.6625099272000004e-06
699.979,1.6938063169100003e-06
709.968,1.6975849632700013e-06
720.029,1.6800210738500009e-06
730.004,1.6399690377900011e-06
739.972,1.6020778332099996e-06
750.011,1.5555765844500002e-06
