Wavelength (nm),Power (W)
349.989,1.2464949155200004e-07
359.994,1.4797286765800012e-07
369.997,1.75590155607e-07
379.995,2.2165216581399993e-07
389.991,3.0755555657000003e-07
399.982,4.1217698931000015e-07
409.97,5.106549532400001e-07
420.034,6.117094589699998e-07
430.014,6.698434631800006e-07
439.989,7.806409991199999e-07
449.961,9.063968832600004e-07
460.008,1.0291454409599995e-06
469.972,1.1342747518399997e-06
480.01,1.2580777379900006e-06
489.964,1.3680398995899998e-06
499.993,1.4713392846699994e-06
510.018,1.5623000075600004e-06
520.037,1.6419711368699994e-06
529.972,1.7211863592299994e-06
539.982,1.7627515092400011e-06
549.986,1.8023855963000002e-06
559.985,1.8747423420800009e-06
569.979,1.8883045140599992e-06
579.967,1.8891320133400022e-06
590.029,1.908604939290001e-06
600.006,1.902897907920002e-06
609.977,1.8526366399300003e-06
620.021,1.775172410769998e-06
629.981,1.728884185500001e-06
640.013,1.6980625145699999e-06
650.039,1.6569203698700003e-06
659.98,1.5893465518700002e-06
669.994,1.5016568255600007e-06
680.001,1.4064551856800001e-06
689.983,1.5259214831199998e-06
699.979,1.5540571564899995e-06
709.968,1.5646719521500004e-06
720.029,1.541349866940001e-06
730.004,1.5071410023999999e-06
739.972,1.4663727733300007e-06
750.011,1.4259902462900001e-06
