Wavelength (nm),Current (A)
350.005,2.7987071295555546e-09
360.018,4.532828482666665e-09
370.028,6.597166680555554e-09
380.034,1.0668412565333336e-08
390.036,1.933325614444444e-08
400.035,3.115416842e-08
410.031,4.5956693636666654e-08
420.022,6.549594866666667e-08
430.009,8.22268896777778e-08
439.993,1.0703367366999997e-07
449.972,1.3824604420000005e-07
460.026,1.700846290555555e-07
469.997,1.980015245999999e-07
479.963,2.2981246365555552e-07
490.005,2.616630932666667e-07
499.962,2.907856911777778e-07
509.993,3.1826769560000003e-07
520.02,3.4138682812222224e-07
529.963,3.642625673333335e-07
539.98,3.8047467011111105e-07
549.992,3.9542763282222227e-07
559.998,4.0571500031111105e-07
570.0,4.293234194777778e-07
579.995,4.3783956046666645e-07
589.986,4.472816456777776e-07
599.97,4.55802509e-07
610.028,4.531529007888888e-07
620.001,4.4095754508888874e-07
629.968,4.3317460931111123e-07
640.008,4.3393410711111097e-07
649.963,4.310716519999999e-07
659.991,4.15744675e-07
670.012,3.915863296111112e-07
680.026,3.675414365888889e-07
690.032,3.9050702174444457e-07
700.032,4.0540862634444443e-07
710.026,4.0876638994444444e-07
720.012,3.9771170507777787e-07
729.991,3.7311844848888887e-07
739.964,3.364099163111111e-07
750.007,2.834957231444445e-07
