Wavelength (nm),Current (A)
349.973,4.1281219101111115e-09
359.99,7.62911963222222e-09
370.003,1.2061550733333334e-08
380.013,1.9851876026666667e-08
390.019,3.4597583856666676e-08
400.022,5.502195206444442e-08
410.021,8.061670814777779e-08
420.016,1.1225997984444444e-07
430.007,1.3615436205555557e-07
439.994,1.6912928932222215e-07
449.977,2.1100257418888892e-07
460.035,2.5382834695555563e-07
470.01,2.9340985481111095e-07
479.98,3.3591574510000005e-07
490.025,3.7887420862222195e-07
499.985,4.1732520392222243e-07
510.021,4.5486986001111087e-07
519.972,4.846753431666667e-07
529.998,5.147773546e-07
540.019,5.359458568111111e-07
550.034,5.475622452777777e-07
559.965,5.665383662444445e-07
569.97,5.92563373288889e-07
579.97,6.034415881000004e-07
589.964,6.161975415444443e-07
600.032,6.311774995555556e-07
610.014,6.269294622555556e-07
619.991,6.077138376333333e-07
629.962,5.93274775088889e-07
640.006,5.894330353111109e-07
649.964,5.841477171111108e-07
659.996,5.656409581666667e-07
670.021,5.318505080222223e-07
680.039,4.6443887916666655e-07
690.015,3.8558852196666675e-07
700.014,2.8947522797777774e-07
710.006,2.3225553110000005e-07
719.99,1.9798051632222216e-07
729.968,1.699841720444444e-07
740.018,1.4108962545555554e-07
749.981,1.0928141813333331e-07
