Wavelength (nm),Power (W)
349.99,1.0462423922799998e-07
359.996,1.3011755736899993e-07
369.998,1.5675801307799996e-07
379.997,2.06244408471e-07
389.992,3.075824953099998e-07
399.984,3.912781388200002e-07
409.971,5.032867802699998e-07
420.035,6.022918622300002e-07
430.015,6.556140084799999e-07
439.991,7.631322719400005e-07
449.963,8.921917458299994e-07
460.01,1.0204528362299998e-06
469.973,1.1339493376800002e-06
480.012,1.2534498952200003e-06
489.966,1.366666364770001e-06
499.995,1.4698972671800003e-06
510.02,1.5644634788500004e-06
520.039,1.6433123063299998e-06
529.974,1.7214583424899997e-06
539.984,1.7720899931899996e-06
549.988,1.8150354879000005e-06
559.987,1.8848184345200006e-06
569.981,1.8998372904799996e-06
579.969,1.9065674487099993e-06
590.031,1.9264586761300006e-06
600.008,1.9242509913300012e-06
609.979,1.876019745500002e-06
620.024,1.791031564120001e-06
629.983,1.74358052043e-06
640.016,1.7136476624400007e-06
649.963,1.6756688309400009e-06
659.983,1.5994731034799994e-06
669.997,1.5029631316100008e-06
680.004,1.4205847793399994e-06
689.986,1.6563549064700002e-06
699.982,1.6905370040499988e-06
709.971,1.694544511709999e-06
720.031,1.6729378819400003e-06
730.006,1.636083732660001e-06
739.974,1.597951380179999e-06
750.014,1.5475566959699986e-06
