Wavelength (nm),Power (W)
349.973,1.125684638880001e-07
359.99,1.3680938373400006e-07
370.003,1.726847156670001e-07
380.013,2.3688157693599998e-07
390.019,3.195643638300001e-07
400.022,4.0671067670999984e-07
410.021,5.001932518699999e-07
420.016,5.9833999458e-07
430.007,6.430767242899998e-07
439.994,7.466007616800003e-07
449.977,8.499074869099996e-07
460.035,9.465288419400008e-07
470.01,1.0361795926299996e-06
479.98,1.1404473545600003e-06
490.025,1.2232174782499989e-06
499.985,1.3087971842800012e-06
510.021,1.37408956792e-06
519.972,1.440125291179999e-06
529.998,1.4931313984899992e-06
540.019,1.5162184956100006e-06
550.034,1.5331543062499997e-06
559.965,1.6011283309699995e-06
569.97,1.6262551281000006e-06
579.97,1.6377632409899997e-06
589.964,1.6626338999400014e-06
600.032,1.6513272631800007e-06
610.014,1.5975470887899998e-06
619.991,1.5398467308099998e-06
629.962,1.5082244629499998e-06
640.006,1.47633243509e-06
649.964,1.4301261017799998e-06
659.996,1.35201847288e-06
670.021,1.2632968400200008e-06
680.039,1.193284263059999e-06
690.015,1.2704894942399998e-06
700.014,1.3131684545500002e-06
710.006,1.32874411347e-06
719.99,1.3243183309300004e-06
729.968,1.3002538390000004e-06
740.018,1.2743892728100001e-06
749.981,1.2421750864199998e-06
