Wavelength (nm),Current (A)
350.005,4.433062041777779e-09
360.018,7.569721252555557e-09
370.028,1.1430262495555558e-08
380.034,1.862324147555555e-08
390.036,3.33758197611111e-08
400.035,5.269633857222222e-08
410.031,7.583006753555558e-08
420.022,1.0348863212e-07
430.009,1.2526400631111112e-07
439.993,1.581255003555555e-07
449.972,1.9922428433333341e-07
460.026,2.4147734587777767e-07
469.997,2.7815947291111114e-07
479.963,3.2090086088888883e-07
490.005,3.591227721666665e-07
499.962,3.9437074104444445e-07
509.993,4.285034192444442e-07
520.02,4.55251401711111e-07
529.963,4.801311413e-07
539.98,4.953864193222224e-07
549.992,5.11891548311111e-07
559.998,5.232845628888888e-07
570.0,5.518367184666669e-07
579.995,5.609901216222222e-07
589.986,5.671616813333332e-07
599.97,5.685390536444445e-07
610.028,5.558640485333331e-07
620.001,5.342488876666669e-07
629.968,5.235753853333332e-07
640.008,5.265630467888888e-07
649.963,5.263523026555556e-07
659.991,5.100328731555555e-07
670.012,4.799454212111111e-07
680.026,4.438346072777778e-07
690.032,4.5869641036666653e-07
700.032,4.5558086772222204e-07
710.026,4.392980607111109e-07
720.012,4.091410496222222e-07
729.991,3.698441680222221e-07
739.964,3.223667152444445e-07
750.007,2.6371274552222226e-07
