Wavelength (nm),Power (W)
350.005,8.359984842800012e-08
360.018,1.0375340161099998e-07
370.028,1.2569465148600002e-07
380.034,1.61445380866e-07
390.036,2.2581066175499993e-07
400.035,3.0209759615999997e-07
410.031,3.7548470680999987e-07
420.022,4.632454123200003e-07
430.009,5.136383398999999e-07
439.993,6.012735968899997e-07
449.972,6.903442806599998e-07
460.026,7.805525171900004e-07
469.997,8.590415993299999e-07
479.963,9.458550906499998e-07
490.005,1.02293894261e-06
499.962,1.1068781685499998e-06
509.993,1.1783996566399995e-06
520.02,1.2283623391000001e-06
529.963,1.2860449003700006e-06
539.98,1.3183182153199998e-06
549.992,1.343882431690001e-06
559.998,1.3391951352899998e-06
570.0,1.400114924179999e-06
579.995,1.4145568513600003e-06
589.986,1.4265209790900006e-06
599.97,1.4294186559e-06
610.028,1.3959890549500006e-06
620.001,1.3471934966799999e-06
629.968,1.31440540941e-06
640.008,1.29544048324e-06
649.963,1.2791672202700003e-06
659.991,1.22765975102e-06
670.012,1.1590961966800002e-06
680.026,1.0913307360500007e-06
690.032,1.1790595726699996e-06
700.032,1.21570130655e-06
710.026,1.2413006687100006e-06
720.012,1.2397572362500006e-06
729.991,1.2293305582400003e-06
739.964,1.2037821179699995e-06
750.007,1.1689931241599994e-06
