Wavelength (nm),Current (A)
349.973,5.1525734474444424e-09
359.99,9.537451791222224e-09
370.003,1.4974602358888884e-08
380.013,2.434655499777779e-08
390.019,4.210588628111112e-08
400.022,6.594969128222222e-08
410.021,9.401955844333333e-08
420.016,1.272092301e-07
430.007,1.5118095334444438e-07
439.994,1.8653471136666662e-07
449.977,2.3228533374444445e-07
460.035,2.7851402068888887e-07
470.01,3.211847312444445e-07
479.98,3.664968639111112e-07
490.025,4.122879780444446e-07
499.985,4.5244541799999995e-07
510.021,4.917068719555555e-07
519.972,5.239542807555554e-07
529.998,5.573396411999999e-07
540.019,5.792917511222219e-07
550.034,5.928022628555555e-07
559.965,6.135277519999998e-07
569.97,6.420172415777778e-07
579.97,6.553088977222222e-07
589.964,6.679690567333337e-07
600.032,6.839842594555558e-07
610.014,6.816924857444442e-07
619.991,6.627266083222223e-07
629.962,6.478217034555556e-07
640.006,6.443507649999998e-07
649.964,6.395012315222221e-07
659.996,6.197765339333332e-07
670.021,5.856641711000001e-07
680.039,5.488321320111109e-07
690.015,5.412484608222223e-07
700.014,5.37107740477778e-07
710.006,5.091665061111113e-07
719.99,4.5549708944444454e-07
729.968,3.850668620444445e-07
740.018,3.094310815666666e-07
749.981,2.3329201935555548e-07
