Wavelength (nm),Current (A)
349.973,4.748404202444445e-09
359.99,7.701415140777776e-09
370.003,1.2059738818888887e-08
380.013,2.109891534777777e-08
390.019,3.490819548333334e-08
400.022,5.1615851365555544e-08
410.021,7.220626255999997e-08
420.016,9.734878826111111e-08
430.007,1.1538966476666667e-07
439.994,1.4585534333333338e-07
449.977,1.7775433007777777e-07
460.035,2.1014541766666671e-07
470.01,2.3963383883333334e-07
479.98,2.735623729444444e-07
490.025,3.028224486666667e-07
499.985,3.318127001444445e-07
510.021,3.5494644912222216e-07
519.972,3.7774169097777786e-07
529.998,3.968282211888887e-07
540.019,4.0838615704444435e-07
550.034,4.1826954996666667e-07
559.965,4.405079939333333e-07
569.97,4.5311814943333304e-07
579.97,4.6007655514444445e-07
589.964,4.700934753777779e-07
600.032,4.7143145032222224e-07
610.014,4.5934890903333324e-07
619.991,4.449087020777778e-07
629.962,4.3666429518888873e-07
640.006,4.282302903888888e-07
649.964,4.0994257705555563e-07
659.996,3.807791789333333e-07
670.021,3.4989287324444446e-07
680.039,3.2276081401111106e-07
690.015,3.338433888222221e-07
700.014,3.3799569764444447e-07
710.006,3.326607868666666e-07
719.99,3.169679986000002e-07
729.968,2.907056066222222e-07
740.018,2.5301680134444453e-07
749.981,2.017195411333332e-07
