Wavelength (nm),Current (A)
349.973,1.3622312613333337e-09
359.99,1.850325183e-09
370.003,2.5342511636666673e-09
380.013,3.9865577835555535e-09
390.019,6.176610326777777e-09
400.022,8.821262362999999e-09
410.021,1.2331296179999997e-08
420.016,1.7318186420000003e-08
430.007,2.1795725251111113e-08
439.994,2.850260990222222e-08
449.977,3.544125710444444e-08
460.035,4.266095917666668e-08
470.01,4.9704191758888863e-08
479.98,5.777457569111109e-08
490.025,6.509134068444442e-08
499.985,7.259914604444447e-08
510.021,7.919012461999999e-08
519.972,8.552148594999995e-08
529.998,9.13397511555555e-08
540.019,9.558745054000003e-08
550.034,9.951002386888894e-08
559.965,1.0690182713666666e-07
569.97,1.122303985222222e-07
579.97,1.1683255471111111e-07
589.964,1.2261090873333335e-07
600.032,1.262907829777777e-07
610.014,1.261183339222222e-07
619.991,1.2524517003333338e-07
629.962,1.2644242933333336e-07
640.006,1.2731617792222224e-07
649.964,1.2507081162222222e-07
659.996,1.1826788832222219e-07
670.021,1.0891627955666674e-07
680.039,9.86905449688889e-08
690.015,9.621478949555552e-08
700.014,9.44506324733333e-08
710.006,8.74399802522222e-08
719.99,7.644848831555555e-08
729.968,6.315923910222221e-08
740.018,4.877030555777778e-08
749.981,3.431969023777776e-08
