Wavelength (nm),Power (W)
350.005,7.632164123300007e-08
360.018,9.5640323037e-08
370.028,1.1686177894799996e-07
380.034,1.5448696437900008e-07
390.036,2.2218990112199997e-07
400.035,3.013715926299999e-07
410.031,3.851442990199999e-07
420.022,4.762459079599997e-07
430.009,5.223440763600002e-07
439.993,6.196524583900001e-07
449.972,7.273332442300002e-07
460.026,8.264315792899995e-07
469.997,9.084677296199997e-07
479.963,1.00883605338e-06
490.005,1.0937821883599998e-06
499.962,1.16760525429e-06
509.993,1.242748300029999e-06
520.02,1.2991573839999998e-06
529.963,1.3552325629499995e-06
539.98,1.3891370866600003e-06
549.992,1.4180463535e-06
559.998,1.43513534277e-06
570.0,1.4855039717099992e-06
579.995,1.4969707148799998e-06
589.986,1.51395756913e-06
599.97,1.5232476687500009e-06
610.028,1.4986063610099997e-06
620.001,1.44336562583e-06
629.968,1.4089614375199994e-06
640.008,1.3924405686199997e-06
649.963,1.3706904804499996e-06
659.991,1.3215095276499994e-06
670.012,1.2490103868500001e-06
680.026,1.1816952124499999e-06
690.032,1.263881897e-06
700.032,1.3065436422800003e-06
710.026,1.3310112859599994e-06
720.012,1.3400441338099998e-06
729.991,1.3215548318899999e-06
739.964,1.2953034490399999e-06
750.007,1.2624757636600007e-06
