Wavelength (nm),Current (A)
349.989,5.916296829999999e-09
359.994,1.1200120553333332e-08
369.997,1.7047872236666667e-08
379.995,2.791404807777778e-08
389.991,4.7132271466666666e-08
399.982,7.110836599222221e-08
409.97,1.0118964355333338e-07
420.034,1.3965224868888886e-07
430.014,1.6462958174444442e-07
439.989,2.0432587344444458e-07
449.961,2.5296312644444435e-07
460.008,3.025894468666665e-07
469.972,3.4784230491111116e-07
480.01,3.986702283333333e-07
489.964,4.4541834507777785e-07
499.993,4.896723010777777e-07
510.018,5.294514152444444e-07
520.037,5.636587916777778e-07
529.972,5.954588587777777e-07
539.982,6.133415507999997e-07
549.986,6.318012046333332e-07
559.985,6.643892472777779e-07
569.979,6.740903048555556e-07
579.967,6.795793490777776e-07
590.029,6.910310581444447e-07
600.006,6.961952495111112e-07
609.977,6.856526957777778e-07
620.021,6.613331953222224e-07
629.981,6.527509058666667e-07
640.013,6.544431268222221e-07
650.039,6.483691108777777e-07
659.98,6.187093342555552e-07
669.994,5.510760349333332e-07
680.001,3.872445241444445e-07
689.983,2.0726859881111102e-07
699.979,7.08859930566667e-08
709.968,2.1658171675555563e-08
720.029,7.36229971355555e-09
730.004,3.5238023006666667e-09
739.972,2.3071755326666657e-09
750.011,1.8316862155555561e-09
