Wavelength (nm),Current (A)
349.989,3.873054661444444e-09
359.994,7.175029233666667e-09
369.997,1.1468272596111113e-08
379.995,2.0336919077777787e-08
389.991,3.563960358e-08
399.982,5.5822922563333335e-08
409.97,8.027694855333335e-08
420.034,1.0759605144000002e-07
430.014,1.2672367370000001e-07
439.989,1.5843640716666667e-07
449.961,1.9686468440000006e-07
460.008,2.3510806372222228e-07
469.972,2.698464923000001e-07
480.01,3.0893086220000015e-07
489.964,3.4204410336666666e-07
499.993,3.7725643229999996e-07
510.018,4.085086509333331e-07
520.037,4.3212775496666677e-07
529.972,4.5585046973333334e-07
539.982,4.734146404777777e-07
549.986,4.854159286222222e-07
559.985,5.117781024222221e-07
569.979,5.220000240222221e-07
579.967,5.29542376711111e-07
590.029,5.390746831555558e-07
600.006,5.420248619444445e-07
609.977,5.277839898444445e-07
620.021,5.050242820999999e-07
629.981,4.906162908222222e-07
640.013,4.845929728222223e-07
650.039,4.750282367555558e-07
659.98,4.541988531222222e-07
669.994,4.258472667666666e-07
680.001,3.976266124444445e-07
689.983,4.0803138836666663e-07
699.979,3.96556825122222e-07
709.968,3.749835212000002e-07
720.029,3.3974899526666653e-07
730.004,2.962940645666666e-07
739.972,2.4563178854444433e-07
750.011,1.8586229997777767e-07
