Wavelength (nm),Power (W)
349.99,1.0835842801399995e-07
359.996,1.216968645409999e-07
369.998,1.35602648401e-07
379.997,1.6155811621200014e-07
389.992,2.0937757471800016e-07
399.984,2.6359530481999985e-07
409.971,3.222860226199999e-07
420.035,3.8593062172999977e-07
430.015,4.1395710683999984e-07
439.991,4.837852894600001e-07
449.963,5.609908428400002e-07
460.01,6.3680817282e-07
469.973,7.013507303300005e-07
480.012,7.745783406899999e-07
489.966,8.458194061800001e-07
499.995,9.074987722499995e-07
510.02,9.6319164644e-07
520.039,1.0085943475400001e-06
529.974,1.0558796410599999e-06
539.984,1.0823209280299997e-06
549.988,1.1023727543999995e-06
559.987,1.143675758060001e-06
569.981,1.1538676992899996e-06
579.969,1.1543899942000008e-06
590.031,1.1592074954699996e-06
600.008,1.158160952399999e-06
609.979,1.1247160478600003e-06
620.024,1.0719935326699996e-06
629.983,1.0427669812899997e-06
640.016,1.0199910869599999e-06
649.963,9.9356595597e-07
659.983,9.450786262400005e-07
669.997,8.8839026835e-07
680.004,8.338085202999998e-07
689.986,9.963055055099999e-07
699.982,1.0142177858900002e-06
709.971,1.01720851889e-06
720.031,9.969229350199995e-07
730.006,9.698051049099998e-07
739.974,9.425501682099995e-07
750.014,9.095673212500006e-07
