Wavelength (nm),Current (A)
350.005,5.327867880222218e-09
360.018,9.169656371333335e-09
370.028,1.3641897227777775e-08
380.034,2.184328086777777e-08
390.036,3.844524082666667e-08
400.035,5.987907927333332e-08
410.031,8.505732226333333e-08
420.022,1.1462381905555554e-07
430.009,1.3589033719999995e-07
439.993,1.6816427136666672e-07
449.972,2.0935046381111114e-07
460.026,2.509743176444444e-07
469.997,2.8705095445555553e-07
479.963,3.2722673442222227e-07
490.005,3.645004640444443e-07
499.962,3.9773767572222206e-07
509.993,4.280021182333332e-07
520.02,4.513626712444445e-07
529.963,4.769326463777777e-07
539.98,4.935042333222222e-07
549.992,5.082023678777779e-07
559.998,5.176611926777774e-07
570.0,5.438299507111112e-07
579.995,5.522194336555555e-07
589.986,5.624031014111109e-07
599.97,5.717967822777777e-07
610.028,5.705470291111107e-07
620.001,5.537300628888886e-07
629.968,5.416206714444446e-07
640.008,5.378305371555555e-07
649.963,5.309006441444446e-07
659.991,5.110387854666668e-07
670.012,4.815855116000001e-07
680.026,4.53703535911111e-07
690.032,4.883885500444443e-07
700.032,5.060902653444442e-07
710.026,5.113008890777778e-07
720.012,4.994301202333335e-07
729.991,4.715652136888887e-07
739.964,4.2696234410000006e-07
750.007,3.600223145777777e-07
