Wavelength (nm),Current (A)
349.973,7.308084321777781e-09
359.99,1.209563494111111e-08
370.003,1.8962941547777776e-08
380.013,3.286801335777777e-08
390.019,5.346441141111108e-08
400.022,7.766005457777778e-08
410.021,1.0679871673222219e-07
420.016,1.4241103147777777e-07
430.007,1.663194917222222e-07
439.994,2.0793118836666664e-07
449.977,2.5155357677777763e-07
460.035,2.9608836831111113e-07
470.01,3.368445264111112e-07
479.98,3.818960737777777e-07
490.025,4.19566356322222e-07
499.985,4.568155070555556e-07
510.021,4.883126666666665e-07
519.972,5.173476673999997e-07
529.998,5.411592096777777e-07
540.019,5.54151234588889e-07
550.034,5.621018255666668e-07
559.965,5.870399956666665e-07
569.97,5.992586649666667e-07
579.97,6.052689228555554e-07
589.964,6.17630537311111e-07
600.032,6.196673726999998e-07
610.014,6.041675217777779e-07
619.991,5.837882306444445e-07
629.962,5.676638343222222e-07
640.006,5.487162266999998e-07
649.964,5.158718596444444e-07
659.996,4.7035706203333304e-07
670.021,4.2479809311111125e-07
680.039,3.8700193664444447e-07
690.015,4.014800590555553e-07
700.014,4.021283562000001e-07
710.006,3.9156379199999993e-07
719.99,3.665253673333332e-07
729.968,3.2717750472222216e-07
740.018,2.711969102666666e-07
749.981,1.998792793444445e-07
