Wavelength (nm),Current (A)
349.973,4.910944441888889e-09
359.99,9.261528959666666e-09
370.003,1.4883663568888888e-08
380.013,2.4499430134444442e-08
390.019,4.22797758488889e-08
400.022,6.580412633777778e-08
410.021,9.431917662000002e-08
420.016,1.287078867777778e-07
430.007,1.531434584888889e-07
439.994,1.8769793162222226e-07
449.977,2.3230014584444453e-07
460.035,2.772518475888889e-07
470.01,3.194994716888889e-07
479.98,3.6591994177777766e-07
490.025,4.1343434091111103e-07
499.985,4.5654353937777755e-07
510.021,4.976677157999998e-07
519.972,5.288897323555554e-07
529.998,5.623314258333335e-07
540.019,5.867660617666668e-07
550.034,5.990667549444443e-07
559.965,6.182297658555555e-07
569.97,6.445040761111111e-07
579.97,6.570286459222221e-07
589.964,6.697425635666667e-07
600.032,6.861175712e-07
610.014,6.817421118e-07
619.991,6.614172156888887e-07
629.962,6.459426800222223e-07
640.006,6.406375646999999e-07
649.964,6.342218176333334e-07
659.996,6.111714574777774e-07
670.021,5.619591638333333e-07
680.039,4.5268609634444445e-07
690.015,3.184552298666667e-07
700.014,1.9932368815555548e-07
710.006,1.2495962412222213e-07
719.99,7.819120427777775e-08
729.968,4.612577435777777e-08
740.018,2.466114237444445e-08
749.981,1.196534551e-08
