Wavelength (nm),Current (A)
349.99,2.304762122111111e-09
359.996,3.731504586111111e-09
369.998,5.526423254333333e-09
379.997,9.110172318888885e-09
389.992,1.6194473283333333e-08
399.984,2.524428575555556e-08
409.971,3.656178716666668e-08
420.035,5.0562217708888874e-08
430.015,6.169587765777777e-08
439.991,7.830725392666665e-08
449.963,9.899703073000003e-08
460.01,1.2056408943333335e-07
469.973,1.400036602e-07
480.012,1.6226748495555546e-07
489.966,1.8272255843333332e-07
499.995,2.0304941342222228e-07
510.02,2.2139709260000002e-07
520.039,2.3756421848888899e-07
529.974,2.534461065777778e-07
539.984,2.629458178222222e-07
549.988,2.723049794111111e-07
559.987,2.866135659888889e-07
569.981,2.921661435222222e-07
579.969,2.9566595309999995e-07
590.031,3.003112153888888e-07
600.008,3.0095743738888885e-07
609.979,2.907161421666667e-07
620.024,2.7839914212222226e-07
629.983,2.725450650999999e-07
640.016,2.714988146222222e-07
649.963,2.6635898345555547e-07
659.983,2.524172435444445e-07
669.997,2.3123574125555554e-07
680.004,2.066513314222222e-07
689.986,2.316516984888889e-07
699.982,2.1601343282222226e-07
709.971,1.9408542227777784e-07
720.031,1.659445978111111e-07
730.006,1.3535108795555555e-07
739.974,1.0415354285555557e-07
750.014,7.338007643e-08
