Wavelength (nm),Current (A)
349.973,5.310816295777777e-09
359.99,1.0004235044999999e-08
370.003,1.591279266111112e-08
380.013,2.564609307e-08
390.019,4.363359234000002e-08
400.022,6.753648846e-08
410.021,9.753740795444446e-08
420.016,1.3489655117777774e-07
430.007,1.6260829778888894e-07
439.994,2.0063182975555546e-07
449.977,2.4851752702222226e-07
460.035,2.966345492666666e-07
470.01,3.414891369777778e-07
479.98,3.9138428975555545e-07
490.025,4.390764980555556e-07
499.985,4.851181183777775e-07
510.021,5.276809464555555e-07
519.972,5.604133214222225e-07
529.998,5.92902979311111e-07
540.019,6.141898594777778e-07
550.034,6.251952918111108e-07
559.965,6.45260600433333e-07
569.97,6.73245907811111e-07
579.97,6.849115074666666e-07
589.964,6.93800899711111e-07
600.032,7.081214385333337e-07
610.014,7.00918527688889e-07
619.991,6.769089232444445e-07
629.962,6.594291527444447e-07
640.006,6.589190615666668e-07
649.964,6.558868047888889e-07
659.996,6.357690816111111e-07
670.021,5.85822522288889e-07
680.039,4.802128156000001e-07
690.015,3.2898867862222226e-07
700.014,1.7594464662222224e-07
710.006,8.795925141555558e-08
719.99,4.5095219791111106e-08
729.968,2.3795314638888884e-08
740.018,1.259224993222222e-08
749.981,6.7252474306666675e-09
