Wavelength (nm),Current (A)
350.005,3.763652177777779e-09
360.018,6.3662985616666635e-09
370.028,9.408539611e-09
380.034,1.5105218329999998e-08
390.036,2.6597621584444445e-08
400.035,4.157083618555554e-08
410.031,5.943489671555554e-08
420.022,8.124295586666667e-08
430.009,9.752705826777778e-08
439.993,1.2199630759999997e-07
449.972,1.5317750372222224e-07
460.026,1.8468318907777775e-07
469.997,2.117386347777778e-07
479.963,2.423279942111111e-07
490.005,2.717180418333333e-07
499.962,2.987062936333333e-07
509.993,3.237216167555553e-07
520.02,3.4494535677777775e-07
529.963,3.658416199333332e-07
539.98,3.8088329971111085e-07
549.992,3.9484397066666666e-07
559.998,4.0454987208888914e-07
570.0,4.261953737555554e-07
579.995,4.3460645858888866e-07
589.986,4.455599933111111e-07
599.97,4.554748995444443e-07
610.028,4.5284292537777775e-07
620.001,4.410666684777776e-07
629.968,4.348171782333335e-07
640.008,4.3475622436666666e-07
649.963,4.324651596222219e-07
659.991,4.191990788555555e-07
670.012,3.9830565817777776e-07
680.026,3.7752744460000004e-07
690.032,4.0490556131111127e-07
700.032,4.2011713181111134e-07
710.026,4.2569940456666654e-07
720.012,4.1901435267777787e-07
729.991,4.006064978777777e-07
739.964,3.687627431666667e-07
750.007,3.178736270888889e-07
