Wavelength (nm),Current (A)
349.989,5.943499442222221e-09
359.994,1.1085060465888892e-08
369.997,1.7206587417777776e-08
379.995,2.8385045406666672e-08
389.991,4.7951483672222224e-08
399.982,7.210784376777775e-08
409.97,1.0181295270222227e-07
420.034,1.3627333758888883e-07
430.014,1.5982552283333333e-07
439.989,1.963961516222222e-07
449.961,2.413072305e-07
460.008,2.883194020111111e-07
469.972,3.3074816014444433e-07
480.01,3.7835424554444455e-07
489.964,4.2148702777777785e-07
499.993,4.643267879888888e-07
510.018,5.036184299777777e-07
520.037,5.320643742777779e-07
529.972,5.628429444666665e-07
539.982,5.802633576333332e-07
549.986,5.962450742e-07
559.985,6.27942274955556e-07
569.979,6.380187023666665e-07
579.967,6.436099369777778e-07
590.029,6.563380426888889e-07
600.006,6.633671240444446e-07
609.977,6.498998620555555e-07
620.021,6.268677811888891e-07
629.981,6.151612663222221e-07
640.013,6.12824927388889e-07
650.039,6.037491724111107e-07
659.98,5.757540808444444e-07
669.994,5.149269871999998e-07
680.001,3.810260687444446e-07
689.983,2.402692436777778e-07
699.979,1.2188117872222226e-07
709.968,6.223757777888887e-08
720.029,3.4693728501111116e-08
730.004,2.0489440913333343e-08
739.972,1.1965165183333328e-08
750.011,6.738126193666666e-09
