Wavelength (nm),Power (W)
350.005,8.825380868000002e-08
360.018,1.0757143524299996e-07
370.028,1.3178375713199992e-07
380.034,1.6676326523399995e-07
390.036,2.3192475037000006e-07
400.035,3.075354446699999e-07
410.031,3.879138847000002e-07
420.022,4.7092572242000016e-07
430.009,5.051623658099999e-07
439.993,5.920711261099998e-07
449.972,6.965327771100002e-07
460.026,7.887131814899999e-07
469.997,8.620645127200004e-07
479.963,9.534653523299997e-07
490.005,1.0272254863699995e-06
499.962,1.1104168083599998e-06
509.993,1.1798668544300005e-06
520.02,1.2389904361600002e-06
529.963,1.2942779119300005e-06
539.98,1.3217058409400005e-06
549.992,1.3543080399699994e-06
559.998,1.3713755459000007e-06
570.0,1.42436919309e-06
579.995,1.4395397471499996e-06
589.986,1.4541179450899997e-06
599.97,1.4575370347199993e-06
610.028,1.42841156217e-06
620.001,1.375416942469999e-06
629.968,1.3417646733e-06
640.008,1.330857142e-06
649.963,1.3144733725300006e-06
659.991,1.265766503699999e-06
670.012,1.2011146288300001e-06
680.026,1.1330220308999995e-06
690.032,1.237761421219999e-06
700.032,1.28268725404e-06
710.026,1.3131962430299998e-06
720.012,1.3135793267499998e-06
729.991,1.2984055239999996e-06
739.964,1.268675241679999e-06
750.007,1.2315738587200003e-06
