Wavelength (nm),Power (W)
349.989,1.0774940805200003e-07
359.994,1.411769667160001e-07
369.997,1.78137978736e-07
379.995,2.421855488209999e-07
389.991,3.4321962702999984e-07
399.982,4.496713701200003e-07
409.97,5.6014772292e-07
420.034,6.7386954839e-07
430.014,7.277365790000001e-07
439.989,8.382814059299997e-07
449.961,9.6834297383e-07
460.008,1.0935269779000006e-06
469.972,1.197629799219999e-06
480.01,1.3194178040399999e-06
489.964,1.42794185359e-06
499.993,1.5324389334300012e-06
510.018,1.6170023166299999e-06
520.037,1.6918511745299993e-06
529.972,1.7681250031099995e-06
539.982,1.8098505206300027e-06
549.986,1.8423518038699995e-06
559.985,1.910877854010001e-06
569.979,1.9273628636700014e-06
579.967,1.92379342649e-06
590.029,1.9434959116599994e-06
600.006,1.9309383440800003e-06
609.977,1.8757734286200002e-06
620.021,1.79604424131e-06
629.981,1.7514642245099995e-06
640.013,1.72229167384e-06
650.039,1.66782354539e-06
659.98,1.5967958182300008e-06
669.994,1.509586099859999e-06
680.001,1.4202679756500001e-06
689.983,1.6872256657799996e-06
699.979,1.7202822692399994e-06
709.968,1.7250045499000008e-06
720.029,1.70354620883e-06
730.004,1.66440197976e-06
739.972,1.6266656598800012e-06
750.011,1.58220691271e-06
