Wavelength (nm),Current (A)
349.989,4.064247850999999e-09
359.994,7.3635350442222225e-09
369.997,1.1317363622222219e-08
379.995,1.891948459111112e-08
389.991,3.281378048555555e-08
399.982,4.948704210555557e-08
409.97,6.912756768222224e-08
420.034,9.222396944333331e-08
430.014,1.0885929294222221e-07
439.989,1.3488894787777773e-07
449.961,1.6496624149999997e-07
460.008,1.961020452444446e-07
469.972,2.232208333666667e-07
480.01,2.555626134666667e-07
489.964,2.8374324318888886e-07
499.993,3.1105709232222215e-07
510.018,3.354169802999998e-07
520.037,3.556584199e-07
529.972,3.751405588333333e-07
539.982,3.8786795004444463e-07
549.986,4.0090932996666667e-07
559.985,4.2497459535555554e-07
569.979,4.345132183888888e-07
579.967,4.431286795777779e-07
590.029,4.5270274852222195e-07
600.006,4.5818336588888894e-07
609.977,4.5089115086666677e-07
620.021,4.371166033444446e-07
629.981,4.284691127444443e-07
640.013,4.2559174800000003e-07
650.039,4.1909554898888893e-07
659.98,4.02688486288889e-07
669.994,3.7951263030000006e-07
680.001,3.5781712585555554e-07
689.983,4.2571594157777745e-07
699.979,4.3513527521111103e-07
709.968,4.3360990519999973e-07
720.029,4.1888734125555535e-07
730.004,3.90666075288889e-07
739.972,3.489772759333333e-07
750.011,2.9140559588888886e-07
