Wavelength (nm),Power (W)
349.973,1.0560006572899997e-07
359.99,1.2660829736200019e-07
370.003,1.5856754998199997e-07
380.013,2.1609777991700004e-07
390.019,2.943512358500002e-07
400.022,3.763767619000003e-07
410.021,4.6539630357999994e-07
420.016,5.554027998000004e-07
430.007,5.951081399000003e-07
439.994,6.946191934100005e-07
449.977,7.9583709432e-07
460.035,8.924611776100011e-07
470.01,9.786391105599994e-07
479.98,1.08105920047e-06
490.025,1.1650916733200004e-06
499.985,1.2553140447999993e-06
510.021,1.3252350106599998e-06
519.972,1.3929889173e-06
529.998,1.4502308329499993e-06
540.019,1.4735858258199994e-06
550.034,1.4960087844999992e-06
559.965,1.5572251607000004e-06
569.97,1.585669095289999e-06
579.97,1.5973408988499987e-06
589.964,1.6200704225699992e-06
600.032,1.612793573190001e-06
610.014,1.5591281004200008e-06
619.991,1.5002759516899998e-06
629.962,1.467372314300001e-06
640.006,1.4384215882000002e-06
649.964,1.394531023000001e-06
659.996,1.3186723214000001e-06
670.021,1.2337824551799995e-06
680.039,1.1616075343100003e-06
690.015,1.2817583166200014e-06
700.014,1.3218737143899997e-06
710.006,1.33911223717e-06
719.99,1.3368588242100002e-06
729.968,1.31838132515e-06
740.018,1.2876469498099995e-06
749.981,1.2599048579700005e-06
