Wavelength (nm),Current (A)
350.005,1.3164354921111107e-09
360.018,1.7948701316666666e-09
370.028,2.3540814244444434e-09
380.034,3.3652223304444432e-09
390.036,5.293095904888886e-09
400.035,7.594694349e-09
410.031,1.016706575444445e-08
420.022,1.316296833777777e-08
430.009,1.5787708059999994e-08
439.993,2.0232302955555555e-08
449.972,2.5466226212222223e-08
460.026,3.042404805111111e-08
469.997,3.474494627666666e-08
479.963,3.991319120333332e-08
490.005,4.5015235520000007e-08
499.962,5.014986704666665e-08
509.993,5.514396105777776e-08
520.02,5.975416330777772e-08
529.963,6.435560585333332e-08
539.98,6.810570691333335e-08
549.992,7.169991315222223e-08
559.998,7.45162783188889e-08
570.0,7.974349354e-08
579.995,8.262762672777775e-08
589.986,8.631282018888885e-08
599.97,8.971132617111112e-08
610.028,9.11221636088889e-08
620.001,9.082583004444445e-08
629.968,9.112142702555551e-08
640.008,9.291955240111113e-08
649.963,9.384619654444443e-08
659.991,9.279659205999995e-08
670.012,8.977784224444441e-08
680.026,8.637236152444443e-08
690.032,9.176587576000002e-08
700.032,9.842159107111112e-08
710.026,1.0284460685222222e-07
720.012,1.0445798908333333e-07
729.991,1.0271510622333329e-07
739.964,9.818624186444447e-08
750.007,8.902255662e-08
