Wavelength (nm),Current (A)
350.005,6.1481787454444465e-09
360.018,1.0593930137777778e-08
370.028,1.5665143145555555e-08
380.034,2.492196267888888e-08
390.036,4.325059498222224e-08
400.035,6.665827122888889e-08
410.031,9.415396830333338e-08
420.022,1.2587332658888885e-07
430.009,1.4685754733333327e-07
439.993,1.7945799042222232e-07
449.972,2.2162244396666676e-07
460.026,2.652413884444445e-07
469.997,3.030328220777779e-07
479.963,3.4694032003333324e-07
490.005,3.8746508307777776e-07
499.962,4.256208062222221e-07
509.993,4.614851475000001e-07
520.02,4.911890951444445e-07
529.963,5.18564905088889e-07
539.98,5.350351879222223e-07
549.992,5.518716430222222e-07
559.998,5.620849046888888e-07
570.0,5.893484538999996e-07
579.995,5.952356237e-07
589.986,6.041715552999996e-07
599.97,6.12140677211111e-07
610.028,6.056024000222224e-07
620.001,5.879693110666667e-07
629.968,5.771664417777777e-07
640.008,5.755719915666665e-07
649.963,5.706712833444442e-07
659.991,5.471198812888886e-07
670.012,4.978080733111112e-07
680.026,4.1816855723333317e-07
690.032,3.6886138593333325e-07
700.032,2.883247828333333e-07
710.026,2.079477054777778e-07
720.012,1.3445431985555554e-07
729.991,7.713870506555557e-08
739.964,3.924938646999999e-08
750.007,1.779092561333333e-08
