Wavelength (nm),Current (A)
349.973,1.0014000958555556e-09
359.99,1.5117135928888888e-09
370.003,2.162482182555555e-09
380.013,3.1323609504444446e-09
390.019,5.078855643333333e-09
400.022,7.910110846333332e-09
410.021,1.1328728225555556e-08
420.016,1.5457658150000005e-08
430.007,1.8293932750000006e-08
439.994,2.304252965333333e-08
449.977,2.8543475612222218e-08
460.035,3.430906343111112e-08
470.01,4.027176729444444e-08
479.98,4.575527444111111e-08
490.025,5.229004032999998e-08
499.985,5.782089844444445e-08
510.021,6.356394206111111e-08
519.972,6.816870842444443e-08
529.998,7.268312541333328e-08
540.019,7.610532516666664e-08
550.034,7.797645967333331e-08
559.965,7.956576136444444e-08
569.97,8.461304394666672e-08
579.97,8.650292285444447e-08
589.964,8.797627668555557e-08
600.032,9.088696964222221e-08
610.014,9.096429832e-08
619.991,8.781377382444446e-08
629.962,8.474966791888888e-08
640.006,8.371910427333335e-08
649.964,8.357786729333331e-08
659.996,8.18691916677778e-08
670.021,7.658669657666665e-08
680.039,6.665924026888886e-08
690.015,5.1886981372222214e-08
700.014,3.527744059e-08
710.006,2.069943589666667e-08
719.99,1.2264864981111115e-08
729.968,7.921569805666662e-09
740.018,5.399169651666667e-09
749.981,3.7572464416666675e-09
