Wavelength (nm),Power (W)
349.973,1.1288761495100005e-07
359.99,1.3752860638100004e-07
370.003,1.7444022793699994e-07
380.013,2.4123917118799993e-07
390.019,3.2613372424000004e-07
400.022,4.139679201799998e-07
410.021,5.082242719299999e-07
420.016,6.054987696099999e-07
430.007,6.450117723300003e-07
439.994,7.5000285334e-07
449.977,8.518629084999999e-07
460.035,9.466814748899999e-07
470.01,1.0306561457900007e-06
479.98,1.1345211098099997e-06
490.025,1.2152755666800005e-06
499.985,1.30079633154e-06
510.021,1.36231152905e-06
519.972,1.4223683081100003e-06
529.998,1.4677676097499997e-06
540.019,1.4886128411299994e-06
550.034,1.5029741786100003e-06
559.965,1.5653726552700003e-06
569.97,1.5900461022700004e-06
579.97,1.6018853336300008e-06
589.964,1.6287980383400004e-06
600.032,1.6183237102099999e-06
610.014,1.5656622344700005e-06
619.991,1.5077430368000002e-06
629.962,1.4716718350999997e-06
640.006,1.4425742154399997e-06
649.964,1.3929196478400011e-06
659.996,1.3139986082800008e-06
670.021,1.2284330410200006e-06
680.039,1.1566085689099995e-06
690.015,1.2414132828199995e-06
700.014,1.2819621633700001e-06
710.006,1.2960226627299995e-06
719.99,1.2871382114199995e-06
729.968,1.2660312359100007e-06
740.018,1.2398098403399991e-06
749.981,1.2081941008700002e-06
