Wavelength (nm),Current (A)
349.973,5.825563986777781e-09
359.99,1.0985685968666665e-08
370.003,1.7518113435555546e-08
380.013,2.836165104555556e-08
390.019,4.817345858555557e-08
400.022,7.428770735222222e-08
410.021,1.0610212545888888e-07
420.016,1.4528089957777782e-07
430.007,1.7393455823333332e-07
439.994,2.136139282555555e-07
449.977,2.636455355333333e-07
460.035,3.1504391986666677e-07
470.01,3.6367706402222247e-07
479.98,4.154974873777777e-07
490.025,4.686534849111113e-07
499.985,5.160711097777778e-07
510.021,5.631421030222222e-07
519.972,5.997600305666665e-07
529.998,6.363455284555555e-07
540.019,6.623020516222224e-07
550.034,6.767006423333331e-07
559.965,6.986158868555558e-07
569.97,7.301987843444445e-07
579.97,7.43704749722222e-07
589.964,7.560996272444443e-07
600.032,7.73999732288889e-07
610.014,7.698014651e-07
619.991,7.477998453222217e-07
629.962,7.314257700777776e-07
640.006,7.283160405111108e-07
649.964,7.235864390000003e-07
659.996,7.028229824444444e-07
670.021,6.590827740333337e-07
680.039,5.572591611222221e-07
690.015,3.586055003333332e-07
700.014,1.6079954554444448e-07
710.006,5.6284360496666674e-08
719.99,1.809910968888889e-08
729.968,6.5173848205555565e-09
740.018,3.0913404107777787e-09
749.981,1.953295073111111e-09
