Wavelength (nm),Power (W)
349.973,8.9524443717e-08
359.99,1.0895599525800001e-07
370.003,1.3114380412900002e-07
380.013,1.6611741421799997e-07
390.019,2.2887756660500004e-07
400.022,3.073663953e-07
410.021,3.9194678149e-07
420.016,4.820037463099999e-07
430.007,5.3270639524e-07
439.994,6.127583188099998e-07
449.977,7.160694326300002e-07
460.035,8.142228247800002e-07
470.01,9.032755417800006e-07
479.98,9.978644101400009e-07
490.025,1.0920795272900006e-06
499.985,1.1779917938399996e-06
510.021,1.2593670379699994e-06
519.972,1.3237175017199994e-06
529.998,1.3906255224400005e-06
540.019,1.4311958313299998e-06
550.034,1.45026259304e-06
559.965,1.49135965046e-06
569.97,1.5496391494599996e-06
579.97,1.5660347884800008e-06
589.964,1.5816553798500004e-06
600.032,1.6022748155899999e-06
610.014,1.58174700394e-06
619.991,1.5250887287300005e-06
629.962,1.47583099879e-06
640.006,1.4532378100700008e-06
649.964,1.4285600292200006e-06
659.996,1.3700301735600007e-06
670.021,1.28775439631e-06
680.039,1.2098626458599997e-06
690.015,1.2321946944699992e-06
700.014,1.2822432824900004e-06
710.006,1.3177303844799987e-06
719.99,1.33056393732e-06
729.968,1.3209608448100002e-06
740.018,1.2969800695800001e-06
749.981,1.2705566501499994e-06
