Wavelength (nm),Power (W)
350.005,1.1782228423099996e-07
360.018,1.3816698178799997e-07
370.028,1.551293328120001e-07
380.034,1.8212750930599978e-07
390.036,2.530814258499999e-07
400.035,3.326740232599999e-07
410.031,4.157703786199997e-07
420.022,5.0166080283e-07
430.009,5.634431406700002e-07
439.993,6.490876248400003e-07
449.972,7.581471274499994e-07
460.026,8.598183629000002e-07
469.997,9.440637711899997e-07
479.963,1.0386722826799997e-06
490.005,1.1231575444899997e-06
499.962,1.2053106024599997e-06
509.993,1.2768145097900001e-06
520.02,1.3326247034100005e-06
529.963,1.3949962584699997e-06
539.98,1.4317842794199996e-06
549.992,1.4594459753399994e-06
559.998,1.4765185915699991e-06
570.0,1.5317170226300002e-06
579.995,1.5456656257400006e-06
589.986,1.5591557531e-06
599.97,1.5700156029999993e-06
610.028,1.5389344873199998e-06
620.001,1.4828276886700008e-06
629.968,1.4458783681899997e-06
640.008,1.4270362203100002e-06
649.963,1.4062603633700004e-06
659.991,1.3532837595600007e-06
670.012,1.2831758073299994e-06
680.026,1.2086855161700003e-06
690.032,1.3006004218200003e-06
700.032,1.3471194796700003e-06
710.026,1.37416864786e-06
720.012,1.3740901533800004e-06
729.991,1.3564822750799995e-06
739.964,1.3292775656400003e-06
750.007,1.29499217903e-06
