Wavelength (nm),Current (A)
349.973,3.5148950485555557e-09
359.99,5.464044451888894e-09
370.003,8.29495659611111e-09
380.013,1.401641358888888e-08
390.019,2.2458543906666673e-08
400.022,3.242080483777778e-08
410.021,4.484846871333334e-08
420.016,6.036758245e-08
430.007,7.17577010488889e-08
439.994,9.027946691555554e-08
449.977,1.0936022634777777e-07
460.035,1.2904264978888892e-07
470.01,1.4736103971111105e-07
479.98,1.6806415411111115e-07
490.025,1.8595245585555556e-07
499.985,2.0351061753333328e-07
510.021,2.1824554296666673e-07
519.972,2.3222347497777772e-07
529.998,2.446202969555556e-07
540.019,2.527828012333334e-07
550.034,2.5974891231111113e-07
559.965,2.749926720555556e-07
569.97,2.8524210698888883e-07
579.97,2.9295528269999987e-07
589.964,3.0255361691111105e-07
600.032,3.0603715577777774e-07
610.014,3.0081188942222224e-07
619.991,2.9389488244444424e-07
629.962,2.9081887347777777e-07
640.006,2.8876254185555553e-07
649.964,2.814854724777776e-07
659.996,2.685821501999999e-07
670.021,2.537466745333334e-07
680.039,2.395928528444444e-07
690.015,2.515660984777777e-07
700.014,2.591433211666666e-07
710.006,2.5827339696666664e-07
719.99,2.4851950317777787e-07
729.968,2.2919889689999994e-07
740.018,1.9835038831111113e-07
749.981,1.544261150888889e-07
