Wavelength (nm),Current (A)
349.973,5.9951102054444445e-09
359.99,9.710458983666667e-09
370.003,1.5304818495555552e-08
380.013,2.7138180873333342e-08
390.019,4.5550086042222225e-08
400.022,6.832642821111108e-08
410.021,9.602336486555562e-08
420.016,1.2817654156666663e-07
430.007,1.4875986391111114e-07
439.994,1.859510514555555e-07
449.977,2.254093257111111e-07
460.035,2.6564297151111103e-07
470.01,3.024704675777778e-07
479.98,3.443543452777777e-07
490.025,3.803612292111111e-07
499.985,4.169360618666665e-07
510.021,4.4636955044444433e-07
519.972,4.7478268462222216e-07
529.998,4.97750202288889e-07
540.019,5.110199181444444e-07
550.034,5.22499422977778e-07
559.965,5.504412459555553e-07
569.97,5.639594951888887e-07
579.97,5.728985346555556e-07
589.964,5.875189992888889e-07
600.032,5.911734156888887e-07
610.014,5.775516854333331e-07
619.991,5.601514138111112e-07
629.962,5.488765849222222e-07
640.006,5.370041237666667e-07
649.964,5.129633532888889e-07
659.996,4.751532755444444e-07
670.021,4.308115394444445e-07
680.039,3.8733609327777756e-07
690.015,4.075933488111111e-07
700.014,4.084773508555555e-07
710.006,4.019517063777778e-07
719.99,3.846375854888888e-07
729.968,3.546280990888889e-07
740.018,3.085792064444444e-07
749.981,2.4477156479999996e-07
