Wavelength (nm),Current (A)
350.005,6.417737656222224e-09
360.018,1.126838037222223e-08
370.028,1.6890146265555557e-08
380.034,2.69696995888889e-08
390.036,4.6523951570000003e-08
400.035,7.122205986999998e-08
410.031,1.003565063166666e-07
420.022,1.3517919684444438e-07
430.009,1.599699775222222e-07
439.993,1.9652624603333338e-07
449.972,2.4298220048888884e-07
460.026,2.90159750222222e-07
469.997,3.3123838187777765e-07
479.963,3.7801431705555543e-07
490.005,4.213526155888889e-07
499.962,4.605516570888887e-07
509.993,4.976484102444442e-07
520.02,5.268818997888889e-07
529.963,5.557897271e-07
539.98,5.754765711333332e-07
549.992,5.926525682555557e-07
559.998,6.008358758666666e-07
570.0,6.26802613422222e-07
579.995,6.345195552777775e-07
589.986,6.476476334777779e-07
599.97,6.615268611555556e-07
610.028,6.570179621222224e-07
620.001,6.366432984333333e-07
629.968,6.220082568666666e-07
640.008,6.164012765444443e-07
649.963,6.055447366555556e-07
659.991,5.674305613777778e-07
670.012,4.842015864222221e-07
680.026,3.5029183700000004e-07
690.032,2.633504840555555e-07
700.032,1.9740756892222222e-07
710.026,1.4906567058888895e-07
720.012,1.0589522230555555e-07
729.991,6.713380979555555e-08
739.964,3.652369794666667e-08
750.007,1.7150617567777778e-08
