Wavelength (nm),Power (W)
349.973,5.889831249800001e-08
359.99,6.640954261000006e-08
370.003,7.430177003999999e-08
380.013,8.355435572900004e-08
390.019,1.0352095027999997e-07
400.022,1.3206739392800004e-07
410.021,1.6274058949199997e-07
420.016,1.943043558969999e-07
430.007,2.120828314520001e-07
439.994,2.434171544949999e-07
449.977,2.8018133407e-07
460.035,3.1647755973e-07
470.01,3.511155335700001e-07
479.98,3.834663047800002e-07
490.025,4.1904438214000003e-07
499.985,4.4955573441000026e-07
510.021,4.781394311199999e-07
519.972,5.012937674700003e-07
529.998,5.248524850600001e-07
540.019,5.406741733799997e-07
550.034,5.468334880100002e-07
559.965,5.593909130800002e-07
569.97,5.857892325100004e-07
579.97,5.905060549900005e-07
589.964,5.960033179999998e-07
600.032,6.046289216300002e-07
610.014,6.048353094700001e-07
619.991,5.838431457100002e-07
629.962,5.629582968299996e-07
640.006,5.510975130200002e-07
649.964,5.437282878899999e-07
659.996,5.2421433842e-07
670.021,4.931854016400005e-07
680.039,4.6233099151999996e-07
690.015,4.7278563432999973e-07
700.014,4.910254163700004e-07
710.006,5.058801468400001e-07
719.99,5.103888945e-07
729.968,5.0739597244e-07
740.018,4.9828843724e-07
749.981,4.8922371935e-07
