Wavelength (nm),Power (W)
349.973,1.1334743092100001e-07
359.99,1.3863823695700012e-07
370.003,1.7566072161299996e-07
380.013,2.41523489577e-07
390.019,3.2820780103999993e-07
400.022,4.1711087761999965e-07
410.021,5.143591682799999e-07
420.016,6.120917453e-07
430.007,6.550032739200003e-07
439.994,7.575447869800002e-07
449.977,8.600409429799989e-07
460.035,9.5770690137e-07
470.01,1.0429889653500007e-06
479.98,1.14547055488e-06
490.025,1.2259089697400004e-06
499.985,1.3102243422599995e-06
510.021,1.37008545615e-06
519.972,1.4328923549799996e-06
529.998,1.4782448732300003e-06
540.019,1.4957602974200002e-06
550.034,1.5062356755300002e-06
559.965,1.56407510309e-06
569.97,1.5871006974600008e-06
579.97,1.59266447097e-06
589.964,1.6117615325699996e-06
600.032,1.6014762002200008e-06
610.014,1.5436744035500007e-06
619.991,1.4878566906500002e-06
629.962,1.450388757580001e-06
640.006,1.4253400269400004e-06
649.964,1.38310497506e-06
659.996,1.30504496437e-06
670.021,1.2190643391599997e-06
680.039,1.1473665171500002e-06
690.015,1.2487450112400003e-06
700.014,1.285826349380001e-06
710.006,1.2999162913099998e-06
719.99,1.2896787785099994e-06
729.968,1.2719833972899998e-06
740.018,1.2417457839099997e-06
749.981,1.2090253048400005e-06
