Wavelength (nm),Power (W)
349.973,8.475606449799996e-08
359.99,1.0447722004499998e-07
370.003,1.281857498e-07
380.013,1.647296872390001e-07
390.019,2.3201378843800002e-07
400.022,3.1344353629000015e-07
410.021,4.0377407122e-07
420.016,4.9824494034e-07
430.007,5.523456942299997e-07
439.994,6.374591243200004e-07
449.977,7.457429910799998e-07
460.035,8.472888623900006e-07
470.01,9.398396693300003e-07
479.98,1.0342876040900001e-06
490.025,1.1356861407200003e-06
499.985,1.2223310420499998e-06
510.021,1.3074435895899993e-06
519.972,1.3700100385099994e-06
529.998,1.4398135158299997e-06
540.019,1.4838209244399995e-06
550.034,1.5096547395300001e-06
559.965,1.5498604728400004e-06
569.97,1.6089905726799998e-06
579.97,1.6290702893199998e-06
589.964,1.6442699989600006e-06
600.032,1.6659586071500012e-06
610.014,1.6467381994200013e-06
619.991,1.5888364384600018e-06
629.962,1.541716903280001e-06
640.006,1.5138111894899989e-06
649.964,1.4872992380399996e-06
659.996,1.42658695377e-06
670.021,1.3393027404099998e-06
680.039,1.2598306812799999e-06
690.015,1.2811949312299998e-06
700.014,1.3338625064000003e-06
710.006,1.36933246158e-06
719.99,1.3797383559099997e-06
729.968,1.3636424029199996e-06
740.018,1.3418517221800002e-06
749.981,1.3182488243599998e-06
